section;p_nr;p_title;p_room;p_day;p_time;p_chair;p_discussant;authors;title
Conflict and Security;1910;Protest Dynamics;MP7-316;Saturday;12:00;Gabriele Spilker;Graig Klein;Rebecca Strauch, Gabriele Spilker, Viktoria Jansesberger, Sebastian Koos;The unequal impact of environmental degradation on protest
Conflict and Security;1910;Protest Dynamics;MP7-316;Saturday;12:00;Gabriele Spilker;Graig Klein;Christoph Dworschak;If the only tool you have is a sledgehammer: The military policing of protest
Conflict and Security;1910;Protest Dynamics;MP7-316;Saturday;12:00;Gabriele Spilker;Graig Klein;Hannah Frank, Thomas Chadefaux;Including time series shapes in regression analysis
Political Methodology;2013;Text Analysis and NLP;MP5-Barcelona;Saturday;12:00;Martin Elff;Paul Drecker;Marius Sältzer;Second-Order Saliency Theory - Reconstructing a Theoretical Foundation for Text Scaling
Political Methodology;2013;Text Analysis and NLP;MP5-Barcelona;Saturday;12:00;Martin Elff;Paul Drecker;Xiao Lu, Gerrit Quaremba, Moritz Osnabrügge, Matia Vannoni;Measuring Quality of Legislation Using Natural Language Processing
Political Methodology;2013;Text Analysis and NLP;MP5-Barcelona;Saturday;12:00;Martin Elff;Paul Drecker;Giuliano Formisano, Caterina Froio, Pietro Castelli Gattinara;Analysing Cross-Country Protest Dynamics: A Supervised Machine Learning Approach to Newspaper Content
Political Methodology;2013;Text Analysis and NLP;MP5-Barcelona;Saturday;12:00;Martin Elff;Paul Drecker;Martin Elff;Non-ignorable nonlinearity and the scaling of political texts
Political Methodology;2013;Text Analysis and NLP;MP5-Barcelona;Saturday;12:00;Martin Elff;Paul Drecker;Sophia Schlosser, Laurence Brandenberger;Navigating a high-dimensional topical space: The evolution of Swiss political topics and MP's issue engagement over 130 years.
International Relations;2113;Conflict and Cooperation;MP6-3;Saturday;12:00;Ida Rudolfsen;Christoph Dworschak;Alexander Kustov, James Walsh;Collective Shocks and Social Preferences
International Relations;2113;Conflict and Cooperation;MP6-3;Saturday;12:00;Ida Rudolfsen;Christoph Dworschak;Akisato Suzuki;The Disproportional Effects of Geopolitical Risks
International Relations;2113;Conflict and Cooperation;MP6-3;Saturday;12:00;Ida Rudolfsen;Christoph Dworschak;Tanja Schweinberger;Power Politics and Support for Multilateral Institutions: Evidence from Survey Experiments in the United States of America and China
International Relations;2113;Conflict and Cooperation;MP6-3;Saturday;12:00;Ida Rudolfsen;Christoph Dworschak;Ida Rudolfsen;Ebb and flow? The effectiveness of mass mobilization on transitions to democracy
Public Opinion and Political Communication;1413;Citizens and Political Elites;MP6-3;Saturday;14:00;Susanne Rhein;Elisa Volpi;Costin Ciobanu, Riccardo Di Leo;The Political Impact of Job Creation and Destruction Announcements: Evidence from the United Kingdom
Public Opinion and Political Communication;1413;Citizens and Political Elites;MP6-3;Saturday;14:00;Susanne Rhein;Elisa Volpi;Elisa Volpi, Nathalie Giger;Imperfect representation: Perceptions of inequality among politicians and citizens
Public Opinion and Political Communication;1413;Citizens and Political Elites;MP6-3;Saturday;14:00;Susanne Rhein;Elisa Volpi;Valentin Daur, Tobias Risse;Right-Wing Terrorism, Party Responses, and Citizens’ Blame Attributions to Far-Right Parties
Public Opinion and Political Communication;1413;Citizens and Political Elites;MP6-3;Saturday;14:00;Susanne Rhein;Elisa Volpi;Susanne Rhein;Divided governments: Does disagreement between incumbent parties shape climate policy preferences?
Public Opinion and Political Communication;1413;Citizens and Political Elites;MP6-3;Saturday;14:00;Susanne Rhein;Elisa Volpi;Isadora Borges Monroy;The European Union voters’ privacy-security tradeoff preferences
Political Behavior;1019;Drivers of Affective Polarization;MP6-5;Saturday;14:00;Luca Versteegen;Isabella Rebasso;Luca Versteegen, Lilliana Mason;Losing a Parent Predicts Hating a Partisan: Why Life Events Predict Affective Polarization
Political Behavior;1019;Drivers of Affective Polarization;MP6-5;Saturday;14:00;Luca Versteegen;Isabella Rebasso;Luis Remiro, Camilo Cristancho;A comparative analysis of elite affective polarisation in Latin America: a computational linguistics approach to affective and ideological polarisation
Political Behavior;1019;Drivers of Affective Polarization;MP6-5;Saturday;14:00;Luca Versteegen;Isabella Rebasso;Vincent Heddesheimer, Joanna Bryson;Economic Insecurity Increases Affective Polarization Through Outgroup-Aversion
Political Behavior;1019;Drivers of Affective Polarization;MP6-5;Saturday;14:00;Luca Versteegen;Isabella Rebasso;Jochem Vanagt, Katrin Praprotnik, Luana Russo, Markus Wagner;Rising Tides of Polarization: A Comparative Study of Radical Right Support and Affective Polarization in Europe
Political Behavior;1019;Drivers of Affective Polarization;MP6-5;Saturday;14:00;Luca Versteegen;Isabella Rebasso;Alexander Dalheimer;"""They Just Don’t Get Us"": Felt Understanding as a Driver of Affective Polarization and Avoidance Behavior"
Political Behavior;1040;Party Choice;MP7-20;Saturday;14:00;Vittorio Merola;Marius Sältzer;Marius Sältzer, Benjamin Guinaudeau, Constantin Wurthmann;Issue Responsiveness in Time and Space - Issue Priorities and Emphasis in the 2017 German Federal Election
Political Behavior;1040;Party Choice;MP7-20;Saturday;14:00;Vittorio Merola;Marius Sältzer;Vittorio Merola;How Voters Choose the Right Party for Them: The Role of 2nd Order Beliefs
Political Behavior;1040;Party Choice;MP7-20;Saturday;14:00;Vittorio Merola;Marius Sältzer;Rune Stubager, Christoffer Dausgaard;Voters’ sympathies with social groups: An overlooked factor in party choice
Political Behavior;1040;Party Choice;MP7-20;Saturday;14:00;Vittorio Merola;Marius Sältzer;Iva Srbinovska, Reto Mitteregger;Political Socialization in the Age of Polarization: Analyzing the Effects of Anti-Immigrant Campaigns on First-Time Voters
Political Representation;1120;Unequal Representation 1;MP7-222;Saturday;14:00;Mathias Poertner;Paul Marx;Damjan Tomic, Enrique Prada, Sergi Ferrer, Enrique Hernandez;Hypocritical Democrats: Citizens’ Conditional Commitment to Democratic Norms and Principles
Political Representation;1120;Unequal Representation 1;MP7-222;Saturday;14:00;Mathias Poertner;Paul Marx;Chitralekha Basu, Helena Heberer;The Unequal Representation of Social Groups in Democracies
Political Representation;1120;Unequal Representation 1;MP7-222;Saturday;14:00;Mathias Poertner;Paul Marx;Frederik Kjøller, Olivia Levinsen, Anna Lund, Frederik Hjorth;The Effects of Electing Working Class Candidates
Political Representation;1120;Unequal Representation 1;MP7-222;Saturday;14:00;Mathias Poertner;Paul Marx;Mathias Poertner;Overcoming Barriers: The Career Advancement of Female Candidates in Party Candidate Lotteries in Mexico
Political Representation;1120;Unequal Representation 1;MP7-222;Saturday;14:00;Mathias Poertner;Paul Marx;Tanushree Goyal;Not my role model: How gender norms overturn symbolic effects
Political Economy;1201;Determinants of Climate Policies;MP7-313;Saturday;14:00;Mark Kayser;Patrick Bernhagen;Katrijn Siderius;Who Benefits from the Green Transition? The Political Economy of Climate Welfare
Political Economy;1201;Determinants of Climate Policies;MP7-313;Saturday;14:00;Mark Kayser;Patrick Bernhagen;Christina Toenshoff;Hiding in the Crowd: Climate Lobbying Under Consumer and Investor Pressure
Political Economy;1201;Determinants of Climate Policies;MP7-313;Saturday;14:00;Mark Kayser;Patrick Bernhagen;Claudia Zwar, Christian Flachsland, Mark Kayser;When do green parties matter? Coalition bargaining leverage and climate policy stringency
Political Economy;1201;Determinants of Climate Policies;MP7-313;Saturday;14:00;Mark Kayser;Patrick Bernhagen;Gracia Brückmann;Public opinion on climate policies – the peculiar case of CO2 emission offsets abroad
Political Economy;1201;Determinants of Climate Policies;MP7-313;Saturday;14:00;Mark Kayser;Patrick Bernhagen;Nina Lopez Uroz;The political economy of regulatory climate policies in the building sector: A Franco-German comparison
Public Opinion and Political Communication;1401;Political Populism 1;MP7-314;Saturday;14:00;Nils Steiner;Saskia Ruth-Lovell;Seth Jolly, Kari Waters;Finding Common Ground: Understanding the Cohesion of Populist Parties in the European Parliament
Public Opinion and Political Communication;1401;Political Populism 1;MP7-314;Saturday;14:00;Nils Steiner;Saskia Ruth-Lovell;Hugo Marcos-Marne, Danilo Serani, Homero Gil de Zuñiga;Populist messages and populist attitudes. A survey experiment to unravel main effects
Public Opinion and Political Communication;1401;Political Populism 1;MP7-314;Saturday;14:00;Nils Steiner;Saskia Ruth-Lovell;Nils Steiner, Landwehr Claudia, Philipp Harms;False Consensus Beliefs and Populist Attitudes
Public Opinion and Political Communication;1401;Political Populism 1;MP7-314;Saturday;14:00;Nils Steiner;Saskia Ruth-Lovell;Daniel Komaromy, Matthijs Rooduijn, Gijs Schumacher;Radical Activation - Competitive Norms and the Rise of the Populist Radical Right
Public Opinion and Political Communication;1401;Political Populism 1;MP7-314;Saturday;14:00;Nils Steiner;Saskia Ruth-Lovell;Julia Leschke;Measuring Populism as a Multidimensional Concept in Text.
Comparative Politics;1510;Immigration and Asylum Policies;MP6-4;Saturday;14:00;Bernd Beber;Moritz Marbach;Steven Denney, Christoph Steinhardt;Public Support for Citizenship Expansion in South Korea, Taiwan, and Japan
Comparative Politics;1510;Immigration and Asylum Policies;MP6-4;Saturday;14:00;Bernd Beber;Moritz Marbach;Aliz Toth, Nikhar Gaikwad, Kolby Hanson;Autocracy Abroad, Democracy at Home: Migrant Attitudes on Democratic Institutions and Participation
Comparative Politics;1510;Immigration and Asylum Policies;MP6-4;Saturday;14:00;Bernd Beber;Moritz Marbach;Eréndira León Salvador;Tombola Italiana: Unraveling the Paradox of Inconsistent Asylum Adjudications in Italy
Comparative Politics;1510;Immigration and Asylum Policies;MP6-4;Saturday;14:00;Bernd Beber;Moritz Marbach;Marine Casalis, Dominik Hangartner, Alexandra Hartman, Joe Kendall, Rodrigo Sanchez;Asylum Granted: The Social and Economic Effects of Attaining Refugee Status
Comparative Politics;1510;Immigration and Asylum Policies;MP6-4;Saturday;14:00;Bernd Beber;Moritz Marbach;Bernd Beber;Is Intent to Migrate Irregularly Responsive to Recent German Policy Adjustments?
Comparative Politics;1523;Democratic Backsliding;MP5-Rom;Saturday;14:00;David Knoll;Jona de Jong;Mathias Falkvist;Elite-Cues and Democratic Backsliding
Comparative Politics;1523;Democratic Backsliding;MP5-Rom;Saturday;14:00;David Knoll;Jona de Jong;Şeyma Koç;In Case of Turkey: Does Local Responsiveness Have Any Transformative Potential in Backsliding Countries?
Comparative Politics;1523;Democratic Backsliding;MP5-Rom;Saturday;14:00;David Knoll;Jona de Jong;Lea Kaftan, Nils-Christian Bormann;Polarization, Fragmentation, and Democratic Deconsolidation in Interwar Europe
Comparative Politics;1523;Democratic Backsliding;MP5-Rom;Saturday;14:00;David Knoll;Jona de Jong;David Knoll;Centre-Right Party Organization and Democratic Resilience
Comparative Politics;1523;Democratic Backsliding;MP5-Rom;Saturday;14:00;David Knoll;Jona de Jong;Robert Brathwaite, Cameron Thies, Baekkwan Park;Pandora’s Box: Digital Authoritarianism and Using Technology for Repression
European Politics;1604;Shaping EU Policies;MP8-Large;Saturday;14:00;Lukas Hetzer;Alexander Hoppe;Joscha Abels;Making ‘strategic autonomy’ rhyme with ‘fiscal austerity’? Policy paradigms in the formation of EU infrastructure policy
European Politics;1604;Shaping EU Policies;MP8-Large;Saturday;14:00;Lukas Hetzer;Alexander Hoppe;Alessia Invernizzi, Aydin Yildirim, Arlo Poletti;Unravelling the Tapestry: Diverse Trade Policies Within the European Union's Unified Front
European Politics;1604;Shaping EU Policies;MP8-Large;Saturday;14:00;Lukas Hetzer;Alexander Hoppe;Christian Rauh, Julia Pohle, Milan Schröder, Leo Thüer;Balancing acts – Geopolitical pressures and the digital policies of the European Commission
European Politics;1604;Shaping EU Policies;MP8-Large;Saturday;14:00;Lukas Hetzer;Alexander Hoppe;Lukas Hetzer;Emergency Politics in the European Union: Analyzing Urgency, Unity, and Discretion in EU Policymaking
European Politics;1604;Shaping EU Policies;MP8-Large;Saturday;14:00;Lukas Hetzer;Alexander Hoppe;Mary Sanford, Silvia Pianta, Nicolas Schmid;Unraveling the Link Between Political Discourse on Climate Change in EU Party Manifestos and Climate Policy Implementation
Party Politics;1804;Party Elites;MP5-Barcelona;Saturday;14:00;Laurenz Ennser-Jedenastik;Despina Alexiadou;Laurenz Ennser-Jedenastik, Matthias Kaltenegger;What should the President do? Voters’ partisan calculations and norm conceptions in a semi- presidential regime
Party Politics;1804;Party Elites;MP5-Barcelona;Saturday;14:00;Laurenz Ennser-Jedenastik;Despina Alexiadou;Oliver Huwyler, Florence Ecormier-Nocca, Jeanne Marlier, Manuel Wagner, Laurenz Ennser-;Jedenastik Party Insiderness: Concept, Measurement, and Validation
Party Politics;1804;Party Elites;MP5-Barcelona;Saturday;14:00;Laurenz Ennser-Jedenastik;Despina Alexiadou;Alberto de Leon;From MP to Leader. The necessity to seduce the median vote to win elections.
Party Politics;1804;Party Elites;MP5-Barcelona;Saturday;14:00;Laurenz Ennser-Jedenastik;Despina Alexiadou;Allan Sikk, Paulina Salek-Lipcean;Parliamentary party instability and party evolution
Party Politics;1811;Issue Competition on the Environment;MP5-SanFrancisco;Saturday;14:00;David Schweizer;Nikki Detraz;Malo Jan;From Salience to Silence? Party Communication on Climate Change on Twitter in 12 European Democracies
Party Politics;1811;Issue Competition on the Environment;MP5-SanFrancisco;Saturday;14:00;David Schweizer;Nikki Detraz;Leonce Röth;Who deserves to emit emissions? Comparing the Distributive Appeal of Green and PRRPs in discourses on Climate Mitigation Policies (CMPs)
Party Politics;1811;Issue Competition on the Environment;MP5-SanFrancisco;Saturday;14:00;David Schweizer;Nikki Detraz;David Schweizer;No Planet B? Party Competition on Climate Change
Party Politics;1811;Issue Competition on the Environment;MP5-SanFrancisco;Saturday;14:00;David Schweizer;Nikki Detraz;Dafni Kalatzi Pantera;The Climate is Changing: The Evolution of Parties’ Environmental Positions
Conflict and Security;1901;Political Economy of Conflict;MP7-316;Saturday;14:00;Dursun Peksen;Max Schaub;Daniel Goldstein, Tore Wig;Moral Norms and Political Violence in Democracies
Conflict and Security;1901;Political Economy of Conflict;MP7-316;Saturday;14:00;Dursun Peksen;Max Schaub;Viktoria Jansesberger, Patrick Wagner, Gabriele Spilker;Do droughts intensify socio-environmental conflicts in Peruvian mining communities?
